lang,id,age,onset,offset,length,is_child,is_not_child,res
tsimane,C25,08,33125.48,33126.48,1.0,0.0,3.0,27
tsimane,c22,15,54020.68,54021.28,0.5999999999985448,3.0,0.0,33
tsimane,c22,15,56289.73,56292.29,2.5599999999976717,1.0,2.0,29
tsimane,c15,16,10871.85,10872.45,0.6000000000003638,3.0,0.0,33
english,23,15,9503.43,9504.03,0.6000000000003638,0.0,3.0,27
english,15,16,39787.68,39789.19,1.5100000000020373,0.0,3.0,27
english,04,08,19710.64,19711.24,0.6000000000021828,3.0,0.0,33
tsimane,C25,08,4512.23,4512.86,0.6300000000001091,2.0,1.0,31
tsimane,c22,15,51446.77,51447.4,0.6300000000046566,1.0,2.0,29
english,15,16,42052.56,42053.16,0.6000000000058208,3.0,0.0,33
english,15,16,17288.61,17289.22,0.6100000000005821,2.0,1.0,31
english,04,08,25877.9,25879.02,1.1199999999989814,1.0,2.0,29
english,15,16,42795.43,42796.11,0.680000000000291,3.0,0.0,33
tsimane,C25,08,29978.92,29979.53,0.6100000000005821,3.0,0.0,33
english,23,15,23135.42,23136.28,0.8600000000005821,1.0,2.0,29
tsimane,C25,08,14185.81,14186.81,1.0,0.0,3.0,27
tsimane,C25,08,12062.49,12063.09,0.6000000000003638,0.0,3.0,27
tsimane,C25,08,6617.14,6619.12,1.9799999999995634,3.0,0.0,33
tsimane,c22,15,52164.75,52165.45,0.6999999999970896,0.0,3.0,27
tsimane,c22,15,45849.63,45850.57,0.9400000000023283,3.0,0.0,33
tsimane,C25,08,21347.18,21349.05,1.8699999999989814,3.0,0.0,33
english,15,16,2824.99,2825.59,0.6000000000003638,3.0,0.0,33
english,15,16,31512.5,31513.13,0.6300000000010186,3.0,0.0,33
english,15,16,41129.13,41129.73,0.6000000000058208,3.0,0.0,33
tsimane,c22,15,50779.54,50781.78,2.2399999999979627,3.0,0.0,33
tsimane,c15,16,20170.9,20171.71,0.8099999999976717,3.0,0.0,33
english,15,16,8904.41,8905.66,1.25,3.0,0.0,33
english,04,08,45598.24,45599.08,0.8400000000037835,3.0,0.0,33
english,15,16,36961.74,36963.48,1.7400000000052387,3.0,0.0,33
english,04,08,32495.83,32498.93,3.099999999998545,3.0,0.0,33
english,04,08,30896.61,30900.58,3.970000000001164,3.0,0.0,33
english,23,15,34599.72,34600.5,0.7799999999988358,3.0,0.0,33
english,04,08,44449.17,44450.39,1.2200000000011642,3.0,0.0,33
english,15,16,46710.66,46711.55,0.8899999999994179,1.0,2.0,29
english,23,15,41188.74,41189.62,0.8800000000046566,2.0,1.0,31
english,23,15,18438.82,18441.82,3.0,3.0,0.0,33
tsimane,c22,15,726.08,726.71,0.6299999999999955,2.0,1.0,31
tsimane,C25,08,25437.49,25438.09,0.5999999999985448,0.0,3.0,27
tsimane,c22,15,48283.47,48284.09,0.6199999999953434,2.0,1.0,31
english,15,16,39649.24,39650.42,1.180000000000291,1.0,2.0,29
english,23,15,28434.49,28435.36,0.8699999999989814,3.0,0.0,33
english,15,16,17194.71,17195.37,0.6599999999998545,1.0,2.0,29
tsimane,C25,08,31000.48,31001.56,1.0800000000017462,3.0,0.0,33
tsimane,c15,16,44365.15,44365.75,0.5999999999985448,2.0,1.0,31
english,04,08,16695.01,16695.77,0.7600000000020373,2.0,1.0,31
english,23,15,13640.91,13641.51,0.6000000000003638,3.0,0.0,33
english,15,16,84.5,85.1,0.5999999999999943,0.0,3.0,27
english,15,16,3741.66,3742.29,0.6300000000001091,0.0,3.0,27
english,23,15,786.07,787.26,1.1899999999999409,0.0,3.0,27
english,15,16,17227.53,17228.54,1.0100000000020373,1.0,2.0,29
english,04,08,8826.28,8827.13,0.8499999999985448,1.0,2.0,29
english,15,16,31337.32,31338.26,0.9399999999986903,3.0,0.0,33
english,15,16,30450.01,30450.61,0.6000000000021828,1.0,2.0,29
tsimane,c15,16,9645.36,9648.0,2.639999999999418,1.0,2.0,29
english,04,08,18522.19,18523.03,0.8400000000001455,3.0,0.0,33
tsimane,C25,08,57158.79,57160.11,1.319999999999709,3.0,0.0,33
english,15,16,8849.66,8850.72,1.0599999999994907,3.0,0.0,33
english,23,15,44503.19,44503.79,0.5999999999985448,0.0,3.0,27
tsimane,c15,16,27582.91,27585.1,2.1899999999986903,3.0,0.0,33
tsimane,C25,08,1194.18,1194.93,0.75,2.0,1.0,31
english,23,15,56337.96,56338.57,0.6100000000005821,2.0,1.0,31
english,04,08,28659.9,28661.14,1.2399999999979627,3.0,0.0,33
english,23,15,25016.89,25018.48,1.5900000000001455,3.0,0.0,33
tsimane,c15,16,13371.91,13372.51,0.6000000000003638,3.0,0.0,33
english,04,08,18401.53,18402.54,1.0100000000020373,3.0,0.0,33
tsimane,c22,15,52977.03,52977.75,0.7200000000011642,3.0,0.0,33
tsimane,c22,15,42589.69,42590.75,1.0599999999976717,3.0,0.0,33
english,04,08,17342.53,17343.83,1.3000000000029104,3.0,0.0,33
english,23,15,30175.58,30178.49,2.9099999999998545,3.0,0.0,33
english,15,16,46642.21,46642.81,0.5999999999985448,1.0,2.0,29
tsimane,C25,08,39358.04,39359.38,1.3399999999965075,3.0,0.0,33
tsimane,c15,16,14266.06,14267.06,1.0,3.0,0.0,33
tsimane,c22,15,48259.34,48261.75,2.4100000000034925,1.0,2.0,29
english,15,16,4932.12,4933.12,1.0,3.0,0.0,33
tsimane,c22,15,46994.13,46994.73,0.6000000000058208,1.0,2.0,29
english,15,16,39873.03,39874.94,1.9100000000034925,0.0,3.0,27
english,23,15,8175.62,8177.48,1.8599999999996726,3.0,0.0,33
english,15,16,19286.91,19287.51,0.5999999999985448,3.0,0.0,33
tsimane,c15,16,21001.28,21002.56,1.2800000000024738,3.0,0.0,33
english,15,16,18639.16,18640.77,1.610000000000582,3.0,0.0,33
tsimane,C25,08,39235.23,39236.77,1.5399999999935972,3.0,0.0,33
english,15,16,36985.71,36986.39,0.680000000000291,2.0,1.0,31
english,15,16,1981.75,1982.35,0.599999999999909,2.0,1.0,31
tsimane,C25,08,29323.84,29325.13,1.2900000000008731,0.0,3.0,27
english,04,08,1033.21,1034.11,0.8999999999998636,2.0,1.0,31
tsimane,C25,08,55917.36,55922.85,5.489999999997963,3.0,0.0,33
english,23,15,27882.04,27882.96,0.9199999999982538,3.0,0.0,33
english,15,16,4334.72,4335.43,0.7100000000000364,3.0,0.0,33
tsimane,c15,16,5609.32,5610.24,0.9200000000000728,3.0,0.0,33
english,15,16,36974.44,36975.74,1.2999999999956344,0.0,3.0,27
english,23,15,1262.66,1263.4,0.7400000000000091,3.0,0.0,33
english,23,15,27305.25,27306.09,0.8400000000001455,2.0,1.0,31
english,15,16,9192.08,9194.39,2.3099999999994907,2.0,1.0,31
tsimane,c22,15,55769.39,55769.99,0.5999999999985448,2.0,1.0,31
english,15,16,42499.66,42500.52,0.8599999999933061,3.0,0.0,33
tsimane,C25,08,4153.73,4154.73,1.0,3.0,0.0,33
tsimane,c22,15,50917.13,50917.73,0.6000000000058208,1.0,2.0,29
english,23,15,35769.39,35770.78,1.389999999999418,2.0,1.0,31
tsimane,C25,08,16611.58,16613.04,1.4599999999991269,3.0,0.0,33
tsimane,c15,16,26177.64,26178.24,0.6000000000021828,1.0,2.0,29
tsimane,c15,16,19602.88,19603.81,0.930000000000291,3.0,0.0,33
english,15,16,114.27,115.05,0.7800000000000011,3.0,0.0,33
tsimane,C25,08,31446.65,31447.25,0.5999999999985448,2.0,1.0,31
tsimane,c15,16,35668.78,35669.78,1.0,2.0,1.0,31
english,23,15,56176.48,56177.6,1.1199999999953434,3.0,0.0,33
english,04,08,2607.55,2608.16,0.6099999999996726,2.0,1.0,31
tsimane,c22,15,56879.76,56880.64,0.8799999999973807,2.0,1.0,31
tsimane,C25,08,418.73,419.33,0.5999999999999659,2.0,1.0,31
english,04,08,29275.38,29276.2,0.819999999999709,0.0,3.0,27
tsimane,c15,16,10428.02,10428.68,0.6599999999998545,3.0,0.0,33
english,15,16,8489.75,8490.81,1.0599999999994907,3.0,0.0,33
tsimane,C25,08,6556.81,6557.57,0.7599999999993088,2.0,1.0,31
tsimane,C25,08,9310.77,9311.7,0.930000000000291,3.0,0.0,33
english,15,16,43076.35,43076.95,0.5999999999985448,2.0,1.0,31
tsimane,c15,16,33765.49,33767.24,1.75,2.0,1.0,31
english,04,08,47442.37,47444.14,1.7699999999967986,0.0,3.0,27
tsimane,c15,16,22463.51,22464.4,0.8900000000030559,2.0,1.0,31
tsimane,c22,15,49912.12,49913.19,1.069999999999709,0.0,3.0,27
english,23,15,29624.36,29625.16,0.7999999999992724,0.0,3.0,27
english,23,15,29784.76,29785.39,0.6300000000010186,2.0,1.0,31
tsimane,C25,08,56017.04,56019.14,2.099999999998545,3.0,0.0,33
english,15,16,45029.23,45029.83,0.5999999999985448,3.0,0.0,33
tsimane,C25,08,44383.86,44385.26,1.4000000000014552,3.0,0.0,33
tsimane,C25,08,27189.29,27189.9,0.6100000000005821,3.0,0.0,33
english,04,08,28631.89,28634.45,2.5600000000013097,3.0,0.0,33
tsimane,c22,15,8274.32,8275.84,1.5200000000004366,3.0,0.0,33
english,23,15,37964.29,37965.02,0.7299999999959255,2.0,1.0,31
english,04,08,25896.36,25896.96,0.5999999999985448,1.0,2.0,29
tsimane,c15,16,6426.02,6426.63,0.6099999999996726,3.0,0.0,33
english,04,08,35282.53,35283.15,0.6200000000026193,2.0,1.0,31
english,15,16,34550.36,34551.1,0.7399999999979627,2.0,1.0,31
tsimane,c15,16,34231.57,34232.17,0.5999999999985448,1.0,2.0,29
english,15,16,1022.02,1023.06,1.0399999999999636,3.0,0.0,33
tsimane,c22,15,45109.13,45109.73,0.6000000000058208,2.0,1.0,31
tsimane,c15,16,8946.75,8947.35,0.6000000000003638,3.0,0.0,33
english,23,15,30841.44,30842.04,0.6000000000021828,3.0,0.0,33
tsimane,C25,08,28871.95,28873.05,1.0999999999985448,3.0,0.0,33
tsimane,c22,15,46881.47,46883.17,1.6999999999970896,3.0,0.0,33
english,04,08,18531.13,18531.73,0.5999999999985448,2.0,1.0,31
english,15,16,30006.76,30009.5,2.7400000000016007,3.0,0.0,33
tsimane,c15,16,18309.5,18311.33,1.8300000000017462,3.0,0.0,33
tsimane,C25,08,31624.48,31625.74,1.2600000000020373,1.0,2.0,29
english,15,16,38417.67,38418.29,0.6200000000026193,0.0,3.0,27
tsimane,c22,15,45827.86,45828.8,0.9400000000023283,2.0,1.0,31
tsimane,c15,16,14379.13,14380.07,0.9400000000005093,3.0,0.0,33
tsimane,c15,16,30451.87,30452.47,0.6000000000021828,1.0,2.0,29
tsimane,C25,08,17291.29,17293.1,1.8099999999976717,3.0,0.0,33
english,23,15,44645.87,44646.76,0.8899999999994179,1.0,2.0,29
tsimane,c22,15,382.41,383.76,1.349999999999966,2.0,1.0,31
english,15,16,42216.39,42217.93,1.5400000000008731,3.0,0.0,33
english,15,16,42834.23,42834.86,0.6299999999973807,1.0,2.0,29
tsimane,c22,15,52560.62,52561.41,0.7900000000008731,2.0,1.0,31
tsimane,c15,16,31680.49,31681.22,0.7299999999995634,3.0,0.0,33
tsimane,c22,15,51125.67,51126.51,0.8400000000037835,2.0,1.0,31
english,15,16,42495.57,42496.24,0.6699999999982538,3.0,0.0,33
tsimane,C25,08,24712.56,24713.16,0.5999999999985448,3.0,0.0,33
english,15,16,10586.97,10587.57,0.6000000000003638,2.0,1.0,31
english,23,15,56543.37,56544.01,0.6399999999994179,2.0,1.0,31
tsimane,c22,15,49191.18,49191.78,0.5999999999985448,3.0,0.0,33
english,04,08,28831.77,28832.51,0.7399999999979627,3.0,0.0,33
english,23,15,38057.81,38058.41,0.6000000000058208,3.0,0.0,33
tsimane,c15,16,46044.98,46045.58,0.5999999999985448,0.0,3.0,27
english,04,08,33758.34,33760.64,2.3000000000029104,3.0,0.0,33
tsimane,C25,08,26871.15,26871.89,0.7399999999979627,3.0,0.0,33
tsimane,c15,16,6018.93,6019.6,0.6700000000000728,3.0,0.0,33
english,23,15,12765.94,12766.54,0.6000000000003638,1.0,2.0,29
english,04,08,40966.72,40969.26,2.540000000000873,1.0,2.0,29
tsimane,c15,16,35820.33,35821.33,1.0,3.0,0.0,33
english,04,08,45022.92,45023.58,0.6600000000034925,1.0,2.0,29
english,15,16,17393.65,17394.43,0.7799999999988358,3.0,0.0,33
english,15,16,46648.56,46649.16,0.6000000000058208,3.0,0.0,33
tsimane,c15,16,9112.16,9112.84,0.680000000000291,3.0,0.0,33
tsimane,c15,16,20226.09,20226.71,0.6199999999989814,1.0,2.0,29
english,23,15,24119.61,24120.78,1.1699999999982538,3.0,0.0,33
tsimane,c22,15,53962.97,53965.56,2.5899999999965075,3.0,0.0,33
english,23,15,46790.64,46791.24,0.5999999999985448,0.0,3.0,27
english,15,16,44153.16,44153.87,0.7099999999991269,3.0,0.0,33
english,15,16,33119.87,33120.88,1.0099999999947613,1.0,2.0,29
tsimane,c15,16,10527.59,10528.34,0.75,2.0,1.0,31
english,15,16,37430.0,37430.61,0.6100000000005821,2.0,1.0,31
tsimane,c15,16,6492.5,6493.13,0.6300000000001091,3.0,0.0,33
english,23,15,41826.82,41827.42,0.5999999999985448,3.0,0.0,33
english,04,08,7928.44,7929.26,0.8200000000006185,0.0,3.0,27
tsimane,c15,16,4723.5,4724.1,0.6000000000003638,3.0,0.0,33
english,04,08,18684.65,18685.31,0.6599999999998545,1.0,2.0,29
tsimane,C25,08,39248.38,39249.31,0.930000000000291,3.0,0.0,33
tsimane,c22,15,52319.38,52320.01,0.6300000000046566,1.0,2.0,29
english,23,15,20699.89,20701.97,2.0800000000017462,3.0,0.0,33
english,23,15,15228.21,15229.65,1.4400000000005093,3.0,0.0,33
tsimane,C25,08,528.27,528.87,0.6000000000000227,3.0,0.0,33
english,23,15,56638.94,56639.63,0.6899999999950523,1.0,2.0,29
tsimane,C25,08,7126.25,7127.18,0.930000000000291,3.0,0.0,33
english,23,15,41123.39,41124.39,1.0,3.0,0.0,33
english,23,15,22454.95,22457.49,2.540000000000873,3.0,0.0,33
english,04,08,47886.48,47887.53,1.0499999999956344,2.0,1.0,31
english,23,15,22376.25,22377.04,0.7900000000008731,3.0,0.0,33
english,23,15,29759.77,29760.77,1.0,1.0,2.0,29
tsimane,c22,15,53442.83,53443.45,0.6199999999953434,3.0,0.0,33
tsimane,C25,08,29026.79,29027.39,0.5999999999985448,2.0,1.0,31
tsimane,c15,16,17640.59,17641.39,0.7999999999992724,3.0,0.0,33
english,23,15,10519.6,10520.2,0.6000000000003638,3.0,0.0,33
english,04,08,25883.18,25883.78,0.5999999999985448,2.0,1.0,31
english,15,16,47410.17,47411.05,0.8800000000046566,1.0,2.0,29
english,04,08,16313.14,16313.75,0.6100000000005821,2.0,1.0,31
tsimane,C25,08,19130.55,19131.16,0.6100000000005821,2.0,1.0,31
english,23,15,2838.72,2839.32,0.6000000000003638,3.0,0.0,33
english,23,15,1405.14,1406.47,1.3299999999999272,3.0,0.0,33
english,23,15,48371.48,48372.88,1.3999999999941792,3.0,0.0,33
english,04,08,29500.29,29501.15,0.8600000000005821,1.0,2.0,29
tsimane,C25,08,26816.21,26816.82,0.6100000000005821,3.0,0.0,33
english,04,08,25920.14,25921.01,0.8699999999989814,1.0,2.0,29
english,23,15,27859.5,27860.22,0.7200000000011642,3.0,0.0,33
tsimane,c22,15,37.35,37.95,0.6000000000000014,3.0,0.0,33
english,15,16,39194.62,39195.68,1.0599999999976717,0.0,3.0,27
tsimane,c15,16,52738.8,52739.7,0.8999999999941792,3.0,0.0,33
english,04,08,28329.78,28330.38,0.6000000000021828,3.0,0.0,33
tsimane,c22,15,52232.81,52233.73,0.9200000000055297,0.0,3.0,27
tsimane,c15,16,11669.31,11669.91,0.6000000000003638,1.0,2.0,29
english,15,16,32732.79,32733.79,1.0,3.0,0.0,33
english,23,15,41152.77,41154.23,1.4600000000064028,3.0,0.0,33
english,04,08,19546.89,19548.03,1.139999999999418,3.0,0.0,33
tsimane,c22,15,50045.75,50046.46,0.7099999999991269,2.0,1.0,31
tsimane,C25,08,33084.04,33085.56,1.5199999999967986,1.0,2.0,29
english,15,16,4804.86,4805.65,0.7899999999999636,3.0,0.0,33
english,15,16,36662.85,36663.48,0.6300000000046566,0.0,3.0,27
tsimane,c22,15,57040.35,57042.37,2.0200000000040745,2.0,1.0,31
tsimane,c22,15,40.02,40.62,0.5999999999999943,0.0,3.0,27
tsimane,c15,16,33731.16,33733.63,2.469999999993888,3.0,0.0,33
english,04,08,47964.09,47965.15,1.0600000000049477,2.0,1.0,31
english,04,08,34870.91,34871.57,0.6599999999962165,0.0,3.0,27
tsimane,C25,08,18345.54,18346.14,0.5999999999985448,0.0,3.0,27
tsimane,C25,08,29000.83,29001.84,1.0099999999983993,3.0,0.0,33
tsimane,c22,15,720.19,721.14,0.9499999999999318,2.0,1.0,31
tsimane,C25,08,55998.56,56002.18,3.6200000000026193,3.0,0.0,33
tsimane,c15,16,35837.81,35838.41,0.6000000000058208,3.0,0.0,33
tsimane,c15,16,14395.24,14395.84,0.6000000000003638,0.0,3.0,27
tsimane,c15,16,9320.84,9323.2,2.360000000000582,3.0,0.0,33
tsimane,C25,08,27207.51,27208.97,1.4600000000027649,3.0,0.0,33
tsimane,c22,15,46418.58,46419.19,0.6100000000005821,1.0,2.0,29
english,23,15,18592.1,18593.0,0.9000000000014552,3.0,0.0,33
english,15,16,2012.3,2012.93,0.6300000000001091,3.0,0.0,33
english,15,16,34535.65,34536.52,0.8699999999953434,3.0,0.0,33
tsimane,c15,16,5602.58,5603.53,0.9499999999998181,1.0,2.0,29
tsimane,C25,08,22656.48,22657.1,0.6199999999989814,1.0,2.0,29
tsimane,c22,15,53237.19,53237.79,0.5999999999985448,3.0,0.0,33
tsimane,c15,16,48355.0,48355.93,0.930000000000291,2.0,1.0,31
english,23,15,25094.57,25095.17,0.5999999999985448,3.0,0.0,33
tsimane,c22,15,48325.68,48326.3,0.6200000000026193,1.0,2.0,29
tsimane,C25,08,31519.7,31520.69,0.9899999999979627,1.0,2.0,29
english,23,15,56158.68,56159.28,0.5999999999985448,2.0,1.0,31
english,23,15,30310.17,30310.85,0.680000000000291,3.0,0.0,33
tsimane,C25,08,19289.89,19290.63,0.7400000000016007,3.0,0.0,33
english,15,16,4698.98,4699.98,1.0,3.0,0.0,33
tsimane,c15,16,4211.4,4212.0,0.6000000000003638,3.0,0.0,33
english,23,15,2681.88,2682.89,1.0099999999997635,0.0,3.0,27
english,04,08,34015.54,34016.61,1.069999999999709,3.0,0.0,33
english,15,16,41137.03,41138.88,1.8499999999985448,3.0,0.0,33
tsimane,c22,15,52750.85,52751.7,0.8499999999985448,0.0,3.0,27
english,15,16,10210.64,10211.95,1.3100000000013097,3.0,0.0,33
tsimane,C25,08,28311.69,28312.39,0.7000000000007276,2.0,1.0,31
tsimane,c15,16,36813.95,36816.89,2.9400000000023283,3.0,0.0,33
english,15,16,44222.79,44223.4,0.6100000000005821,3.0,0.0,33
english,04,08,29540.88,29541.49,0.6100000000005821,0.0,3.0,27
english,23,15,20192.6,20193.48,0.8800000000010186,3.0,0.0,33
tsimane,c22,15,48738.92,48740.17,1.25,2.0,1.0,31
english,04,08,43665.65,43666.29,0.6399999999994179,1.0,2.0,29
english,23,15,20875.9,20876.96,1.0599999999976717,2.0,1.0,31
tsimane,C25,08,7206.17,7206.87,0.6999999999998181,2.0,1.0,31
tsimane,C25,08,2967.43,2968.06,0.6300000000001091,3.0,0.0,33
english,15,16,36199.66,36200.26,0.5999999999985448,1.0,2.0,29
tsimane,C25,08,19466.38,19467.1,0.7199999999975262,3.0,0.0,33
tsimane,C25,08,44773.86,44780.48,6.620000000002619,3.0,0.0,33
english,15,16,43901.62,43902.97,1.3499999999985448,3.0,0.0,33
tsimane,c22,15,3434.0,3434.6,0.599999999999909,2.0,1.0,31
english,23,15,27672.53,27673.41,0.8800000000010186,3.0,0.0,33
tsimane,c22,15,51345.44,51346.45,1.0099999999947613,2.0,1.0,31
english,23,15,9555.3,9555.94,0.6400000000012369,1.0,2.0,29
tsimane,c15,16,44410.89,44411.89,1.0,0.0,3.0,27
english,04,08,16559.3,16559.9,0.6000000000021828,1.0,2.0,29
english,15,16,19168.1,19168.91,0.8100000000013097,3.0,0.0,33
english,04,08,27585.41,27586.01,0.5999999999985448,1.0,2.0,29
tsimane,c22,15,53760.83,53762.65,1.819999999999709,2.0,1.0,31
tsimane,C25,08,18661.94,18662.54,0.6000000000021828,1.0,2.0,29
tsimane,c15,16,9205.11,9205.71,0.5999999999985448,0.0,3.0,27
tsimane,c22,15,57535.89,57537.5,1.610000000000582,0.0,3.0,27
english,04,08,47844.42,47845.02,0.5999999999985448,1.0,2.0,29
english,23,15,26191.94,26192.73,0.7900000000008731,2.0,1.0,31
tsimane,C25,08,4021.19,4022.0,0.8099999999999454,3.0,0.0,33
english,04,08,35882.74,35883.73,0.9900000000052387,0.0,3.0,27
english,04,08,48142.19,48142.92,0.7299999999959255,3.0,0.0,33
tsimane,C25,08,27544.09,27545.1,1.0099999999983993,2.0,1.0,31
tsimane,c15,16,1724.97,1726.39,1.4200000000000728,3.0,0.0,33
english,04,08,28696.91,28697.61,0.7000000000007276,0.0,3.0,27
tsimane,c15,16,19860.91,19864.3,3.389999999999418,0.0,3.0,27
tsimane,c15,16,33856.04,33856.68,0.6399999999994179,3.0,0.0,33
english,23,15,12189.07,12190.52,1.4500000000007276,3.0,0.0,33
english,15,16,40660.21,40661.02,0.8099999999976717,3.0,0.0,33
tsimane,C25,08,8441.25,8442.64,1.389999999999418,1.0,2.0,29
tsimane,c15,16,20578.75,20579.37,0.6199999999989814,2.0,1.0,31
tsimane,c15,16,27546.05,27546.66,0.6100000000005821,3.0,0.0,33
tsimane,c22,15,57067.4,57069.34,1.9399999999950523,1.0,2.0,29
tsimane,c22,15,52281.7,52282.3,0.6000000000058208,0.0,3.0,27
english,23,15,47242.59,47243.59,1.0,3.0,0.0,33
tsimane,C25,08,6444.24,6444.9,0.6599999999998545,2.0,1.0,31
english,15,16,43699.34,43700.34,1.0,2.0,1.0,31
english,15,16,17386.24,17392.85,6.609999999996944,2.0,1.0,31
english,23,15,1614.9,1615.7,0.7999999999999545,0.0,3.0,27
english,04,08,30444.83,30445.43,0.5999999999985448,3.0,0.0,33
tsimane,c15,16,14867.35,14868.18,0.8299999999999272,1.0,2.0,29
tsimane,c15,16,26482.3,26483.12,0.819999999999709,2.0,1.0,31
english,04,08,1010.32,1011.29,0.9699999999999136,3.0,0.0,33
english,04,08,43668.42,43669.02,0.5999999999985448,0.0,3.0,27
tsimane,c22,15,49421.66,49422.86,1.1999999999970896,1.0,2.0,29
english,15,16,37428.66,37430.0,1.3399999999965075,0.0,3.0,27
english,04,08,41075.63,41076.76,1.1300000000046566,0.0,3.0,27
english,04,08,44228.39,44230.39,2.0,3.0,0.0,33
tsimane,c15,16,11067.73,11068.33,0.6000000000003638,2.0,1.0,31
tsimane,c22,15,1368.08,1368.84,0.7599999999999909,0.0,3.0,27
english,23,15,14657.68,14661.16,3.4799999999995634,3.0,0.0,33
tsimane,C25,08,23024.15,23026.94,2.789999999997235,2.0,1.0,31
tsimane,c22,15,57342.39,57343.12,0.7300000000032014,1.0,2.0,29
english,04,08,47984.64,47985.63,0.9899999999979627,0.0,3.0,27
english,23,15,12804.38,12806.72,2.3400000000001455,1.0,2.0,29
tsimane,c22,15,57034.72,57037.6,2.8799999999973807,2.0,1.0,31
tsimane,c15,16,19713.11,19714.12,1.0099999999983993,1.0,2.0,29
tsimane,c15,16,2418.27,2418.89,0.6199999999998909,2.0,1.0,31
tsimane,C25,08,48012.78,48013.4,0.6200000000026193,2.0,1.0,31
tsimane,C25,08,56456.77,56457.38,0.6100000000005821,3.0,0.0,33
tsimane,c15,16,21855.58,21856.34,0.7599999999983993,2.0,1.0,31
english,15,16,44443.45,44444.25,0.8000000000029104,3.0,0.0,33
tsimane,C25,08,9435.49,9436.23,0.7399999999997817,2.0,1.0,31
english,04,08,32600.6,32601.81,1.2100000000027649,3.0,0.0,33
english,23,15,18498.28,18499.32,1.0400000000008731,3.0,0.0,33
english,15,16,37974.77,37975.77,1.0,0.0,3.0,27
english,04,08,33656.32,33660.6,4.279999999998836,3.0,0.0,33
english,23,15,34949.39,34949.99,0.5999999999985448,3.0,0.0,33
tsimane,C25,08,26965.2,26965.86,0.6599999999998545,3.0,0.0,33
tsimane,c15,16,5623.91,5624.87,0.9600000000000364,3.0,0.0,33
tsimane,c15,16,15332.01,15332.61,0.6000000000003638,3.0,0.0,33
english,15,16,4009.41,4010.16,0.75,1.0,2.0,29
tsimane,C25,08,20220.18,20220.78,0.5999999999985448,2.0,1.0,31
english,15,16,9073.91,9075.09,1.180000000000291,1.0,2.0,29
english,15,16,4409.65,4410.58,0.930000000000291,1.0,2.0,29
english,15,16,42489.82,42490.49,0.6699999999982538,2.0,1.0,31
tsimane,C25,08,25300.27,25300.88,0.6100000000005821,1.0,2.0,29
english,23,15,23399.2,23399.81,0.6100000000005821,1.0,2.0,29
english,04,08,43533.77,43534.37,0.6000000000058208,3.0,0.0,33
english,15,16,32541.22,32542.05,0.8299999999981083,2.0,1.0,31
tsimane,c15,16,26256.12,26257.01,0.8899999999994179,0.0,3.0,27
tsimane,c15,16,24731.62,24732.24,0.6200000000026193,3.0,0.0,33
tsimane,C25,08,21461.26,21462.76,1.5,3.0,0.0,33
english,04,08,44424.13,44424.73,0.6000000000058208,2.0,1.0,31
english,23,15,16198.06,16198.79,0.7300000000013824,3.0,0.0,33
english,04,08,33432.53,33434.55,2.0200000000040745,2.0,1.0,31
tsimane,c22,15,49003.74,49004.35,0.6100000000005821,3.0,0.0,33
tsimane,c15,16,27468.66,27469.64,0.9799999999995634,3.0,0.0,33
tsimane,C25,08,28493.23,28494.04,0.8100000000013097,2.0,1.0,31
tsimane,c22,15,49306.61,49307.31,0.6999999999970896,1.0,2.0,29
english,15,16,46445.75,46447.35,1.5999999999985448,2.0,1.0,31
tsimane,c15,16,14936.89,14937.82,0.930000000000291,2.0,1.0,31
english,15,16,44253.91,44254.53,0.6199999999953434,1.0,2.0,29
english,04,08,26296.43,26298.43,2.0,2.0,1.0,31
tsimane,c15,16,51.2,52.51,1.3099999999999952,2.0,1.0,31
english,15,16,37277.83,37278.65,0.819999999999709,2.0,1.0,31
english,23,15,30129.46,30130.06,0.6000000000021828,0.0,3.0,27
english,23,15,37330.32,37331.27,0.9499999999970896,1.0,2.0,29
tsimane,C25,08,403.01,404.31,1.3000000000000114,2.0,1.0,31
tsimane,c22,15,57078.61,57079.22,0.6100000000005821,1.0,2.0,29
tsimane,c22,15,50530.22,50530.82,0.5999999999985448,2.0,1.0,31
english,15,16,44020.53,44021.3,0.7700000000040745,3.0,0.0,33
tsimane,c22,15,53081.19,53082.04,0.8499999999985448,3.0,0.0,33
english,04,08,19914.55,19915.62,1.069999999999709,2.0,1.0,31
english,23,15,38941.78,38942.84,1.0599999999976717,3.0,0.0,33
tsimane,c22,15,52723.77,52724.37,0.6000000000058208,0.0,3.0,27
tsimane,c15,16,34.57,35.21,0.6400000000000006,3.0,0.0,33
english,23,15,3705.83,3706.51,0.680000000000291,0.0,3.0,27
tsimane,C25,08,23695.88,23697.08,1.2000000000007276,0.0,3.0,27
english,15,16,39276.96,39277.56,0.5999999999985448,1.0,2.0,29
tsimane,c15,16,21900.61,21901.59,0.9799999999995634,1.0,2.0,29
tsimane,c22,15,51177.14,51177.74,0.5999999999985448,2.0,1.0,31
tsimane,c15,16,33706.54,33707.96,1.4199999999982538,3.0,0.0,33
tsimane,C25,08,44370.2,44374.36,4.1600000000034925,3.0,0.0,33
english,15,16,32147.27,32148.35,1.0799999999981083,2.0,1.0,31
